cycle,state,motion,row,col,heading,compass,compass_ready,gps_x,gps_y,gps_ready,ir0,ir1,ir2,ir3,ground,bumper,l_pow,r_pow,pending_dir,pose_x,pose_y,pose_theta,pose_cov_xx,pose_cov_yy,pose_cov_tt,ir0_filt,ir1_filt,ir2_filt,ir3_filt,trav_in_drive,turn_streak,reloc_delta,event
115,WaitStart,Idle,0,0,East,-1.00,true,0.000,0.000,false,0.60,2.40,2.60,0.40,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.50,2.60,0.50,-1.000,0,0,
116,WaitStart,Idle,0,0,East,1.00,true,0.000,0.000,false,0.60,2.60,2.40,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.50,2.50,0.50,-1.000,0,0,
117,WaitStart,Idle,0,0,East,1.00,true,0.000,0.000,false,0.60,2.60,2.30,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.50,2.50,0.50,-1.000,0,0,
118,WaitStart,Idle,0,0,East,-3.00,true,0.000,0.000,false,0.50,2.80,2.40,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.60,2.40,0.50,-1.000,0,0,
119,WaitStart,Idle,0,0,East,-1.00,true,0.000,0.000,false,0.60,2.40,2.40,0.40,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.60,2.40,0.50,-1.000,0,0,
120,WaitStart,Idle,0,0,East,2.00,true,0.000,0.000,false,0.40,2.30,2.60,0.40,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.60,2.40,0.50,-1.000,0,0,
121,WaitStart,Idle,0,0,East,-2.00,true,0.000,0.000,false,0.40,2.60,2.40,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.60,2.40,0.50,-1.000,0,0,
122,WaitStart,Idle,0,0,East,1.00,true,0.000,0.000,false,0.60,2.50,2.50,0.40,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.40,0.40,-1.000,0,0,
123,WaitStart,Idle,0,0,East,2.00,true,0.000,0.000,false,0.50,2.50,2.50,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.50,0.40,-1.000,0,0,
124,WaitStart,Idle,0,0,East,-4.00,true,0.000,0.000,false,0.50,2.50,2.50,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.50,0.60,-1.000,0,0,
125,WaitStart,Idle,0,0,East,0.00,true,0.000,0.000,false,0.50,2.60,2.60,0.80,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.50,0.60,-1.000,0,0,
126,WaitStart,Idle,0,0,East,-2.00,true,0.000,0.000,false,0.60,2.50,2.60,0.70,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.50,0.60,-1.000,0,0,
127,WaitStart,Idle,0,0,East,7.00,true,0.000,0.000,false,0.60,2.60,2.30,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.50,0.60,-1.000,0,0,
128,WaitStart,Idle,0,0,East,2.00,true,0.000,0.000,false,0.60,2.60,2.70,0.40,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.60,2.60,0.60,-1.000,0,0,
129,WaitStart,Idle,0,0,East,-1.00,true,0.000,0.000,false,0.60,2.60,2.50,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.60,2.60,0.60,-1.000,0,0,
130,WaitStart,Idle,0,0,East,-4.00,true,0.000,0.000,false,0.50,2.70,2.60,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.60,2.60,0.60,-1.000,0,0,
131,WaitStart,Idle,0,0,East,1.00,true,0.000,0.000,false,0.60,2.70,2.50,0.70,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.60,2.50,0.60,-1.000,0,0,
132,WaitStart,Idle,0,0,East,0.00,true,0.000,0.000,false,0.60,2.70,2.40,0.40,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.70,2.50,0.50,-1.000,0,0,
133,WaitStart,Idle,0,0,East,3.00,true,0.000,0.000,false,0.50,2.50,2.60,0.70,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.70,2.50,0.60,-1.000,0,0,
134,WaitStart,Idle,0,0,East,1.00,true,0.000,0.000,false,0.70,2.50,2.40,0.70,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.70,2.50,0.70,-1.000,0,0,
135,WaitStart,Idle,0,0,East,0.00,true,0.000,0.000,false,0.60,2.50,2.50,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.50,2.50,0.70,-1.000,0,0,
136,WaitStart,Idle,0,0,East,-2.00,true,0.000,0.000,false,0.70,2.70,2.30,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.50,2.40,0.50,-1.000,0,0,
137,WaitStart,Idle,0,0,East,0.00,true,0.000,0.000,false,0.70,2.60,2.50,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.70,2.50,2.50,0.60,-1.000,0,0,
138,WaitStart,Idle,0,0,East,-1.00,true,0.000,0.000,false,0.50,2.80,2.40,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.70,2.60,2.40,0.50,-1.000,0,0,
139,WaitStart,Idle,0,0,East,0.00,true,0.000,0.000,false,0.70,2.50,2.50,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.70,2.60,2.50,0.50,-1.000,0,0,
140,WaitStart,Idle,0,0,East,-2.00,true,0.000,0.000,false,0.60,2.40,2.60,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.70,2.60,2.50,0.50,-1.000,0,0,
141,WaitStart,Idle,0,0,East,-2.00,true,0.000,0.000,false,0.70,2.60,2.40,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.70,2.60,2.50,0.50,-1.000,0,0,
142,WaitStart,Idle,0,0,East,2.00,true,0.000,0.000,false,0.50,2.60,2.50,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.60,2.50,0.50,-1.000,0,0,
143,WaitStart,Idle,0,0,East,-1.00,true,0.000,0.000,false,0.60,2.40,2.50,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.50,2.50,0.50,-1.000,0,0,
144,WaitStart,Idle,0,0,East,3.00,true,0.000,0.000,false,0.40,2.50,2.50,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.60,2.50,2.50,0.50,-1.000,0,0,
145,WaitStart,Idle,0,0,East,-3.00,true,0.000,0.000,false,0.40,2.40,2.40,0.70,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.50,0.60,-1.000,0,0,
146,WaitStart,Idle,0,0,East,-4.00,true,0.000,0.000,false,0.50,2.60,2.70,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.50,0.50,-1.000,0,0,
147,WaitStart,Idle,0,0,East,-4.00,true,0.000,0.000,false,0.40,2.50,2.40,0.40,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.40,2.50,2.50,0.50,-1.000,0,0,
148,WaitStart,Idle,0,0,East,-1.00,true,0.000,0.000,false,0.40,2.50,2.60,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.40,2.50,2.50,0.50,-1.000,0,0,
149,WaitStart,Idle,0,0,East,-1.00,true,0.000,0.000,false,0.60,2.60,2.50,0.30,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.40,2.50,2.50,0.50,-1.000,0,0,
150,WaitStart,Idle,0,0,East,0.00,true,0.000,0.000,false,0.50,2.60,2.50,0.40,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.60,2.50,0.40,-1.000,0,0,
151,WaitStart,Idle,0,0,East,3.00,true,0.000,0.000,false,0.50,2.50,2.40,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.50,0.40,-1.000,0,0,
152,WaitStart,Idle,0,0,East,-1.00,true,0.000,0.000,false,0.40,2.50,2.50,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.50,0.50,-1.000,0,0,
153,WaitStart,Idle,0,0,East,-1.00,true,0.000,0.000,false,0.60,2.60,2.70,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.60,2.50,0.60,-1.000,0,0,
154,WaitStart,Idle,0,0,East,2.00,true,0.000,0.000,false,0.60,2.40,2.50,0.70,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.50,0.60,-1.000,0,0,
155,WaitStart,Idle,0,0,East,3.00,true,0.000,0.000,false,0.50,2.40,2.60,0.30,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.50,0.60,-1.000,0,0,
156,WaitStart,Idle,0,0,East,-1.00,true,0.000,0.000,false,0.50,2.50,2.60,0.70,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.50,2.60,0.60,-1.000,0,0,
157,WaitStart,Idle,0,0,East,1.00,true,0.000,0.000,false,0.40,2.40,2.50,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.40,2.60,0.60,-1.000,0,0,
158,WaitStart,Idle,0,0,East,0.00,true,0.000,0.000,false,0.40,2.40,2.60,0.40,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.40,2.60,0.60,-1.000,0,0,
159,WaitStart,Idle,0,0,East,0.00,true,0.000,0.000,false,0.60,2.40,2.60,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.00000,0.00000,0.00000,0.50,2.40,2.60,0.60,-1.000,0,0,
160,WaitStart,Idle,0,0,East,1.00,true,0.000,0.000,false,0.60,2.50,2.50,0.70,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.01000,0.01000,0.00122,0.50,2.40,2.60,0.60,-1.000,0,0,
# wall (0,0) North ir=2.40
# wall (0,0) South ir=2.50
161,WaitStart,Idle,0,0,East,0.00,true,0.000,0.000,false,0.60,2.60,2.40,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.01000,0.01000,0.00122,0.60,2.40,2.50,0.60,-1.000,0,0,
162,WaitStart,Idle,0,0,East,2.00,true,0.000,0.000,false,0.50,2.30,2.40,0.50,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.01000,0.01000,0.00122,0.60,2.40,2.50,0.60,-1.000,0,0,
163,WaitStart,Idle,0,0,East,0.00,true,0.000,0.000,false,0.50,2.50,2.30,0.70,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.01000,0.01000,0.00122,0.60,2.50,2.40,0.60,-1.000,0,0,
164,Explore,Idle,0,0,East,-1.00,true,0.000,0.000,false,0.60,2.60,2.30,0.60,-1,false,0.0000,0.0000,,0.000,0.000,0.00,0.01000,0.01000,0.00122,0.60,2.50,2.40,0.60,-1.000,0,0,
165,Explore,Driving,0,0,East,2.00,true,0.000,0.000,false,0.60,2.40,2.50,0.70,-1,false,0.0000,0.0000,East,0.000,0.000,1.00,0.01000,0.01000,0.00061,0.60,2.50,2.40,0.60,0.000,0,0,frontier
166,Explore,Driving,0,0,East,0.00,true,0.000,0.000,false,0.60,2.50,2.50,0.50,-1,false,0.0820,0.0780,East,0.000,0.000,0.67,0.01000,0.01000,0.00041,0.60,2.50,2.40,0.60,0.000,0,0,frontier
167,Explore,Driving,0,0,East,-2.00,true,0.000,0.000,false,0.60,2.50,2.40,0.60,-1,false,0.0796,0.0804,East,0.040,0.000,-0.09,0.01000,0.01000,0.00030,0.60,2.50,2.40,0.60,0.040,0,0,frontier
168,Explore,Driving,0,0,East,1.00,true,0.000,0.000,false,0.50,2.50,2.30,0.70,-1,false,0.0832,0.0768,East,0.100,0.000,0.10,0.01001,0.01000,0.00024,0.60,2.50,2.40,0.60,0.100,0,0,frontier
169,Explore,Driving,0,0,East,-1.00,true,0.000,0.000,false,0.60,2.50,2.60,0.60,-1,false,0.0788,0.0812,East,0.170,0.001,-0.25,0.01001,0.01000,0.00020,0.60,2.50,2.50,0.60,0.170,0,0,frontier
170,Explore,Driving,0,0,East,5.00,true,0.000,0.000,false,0.40,2.30,2.70,0.40,-1,false,0.0860,0.0740,East,0.245,0.000,0.48,0.01001,0.01000,0.00017,0.60,2.50,2.50,0.60,0.245,0,0,frontier
171,Explore,Driving,0,0,East,-1.00,true,0.000,0.000,false,0.50,2.60,2.70,0.60,-1,false,0.0768,0.0832,East,0.322,0.001,-0.02,0.01001,0.01000,0.00015,0.50,2.50,2.60,0.60,0.322,0,0,frontier
172,Explore,Driving,0,0,East,2.00,true,0.000,0.000,false,0.50,2.60,2.40,0.60,-1,false,0.0804,0.0796,East,0.401,0.001,0.21,0.01001,0.01000,0.00014,0.50,2.50,2.60,0.60,0.401,0,0,frontier
173,Explore,Driving,0,0,East,-1.00,true,0.000,0.000,false,0.50,2.30,2.50,0.70,-1,false,0.0768,0.0832,East,0.481,0.001,0.07,0.01002,0.01000,0.00012,0.50,2.50,2.60,0.60,0.481,0,0,frontier
174,Explore,Driving,0,0,East,-3.00,true,0.000,0.000,false,0.60,2.50,2.60,0.60,-1,false,0.0744,0.0856,East,0.560,0.001,-0.06,0.01002,0.01000,0.00011,0.50,2.50,2.60,0.60,0.560,0,0,frontier
175,Explore,Driving,0,0,East,0.00,true,0.000,0.000,false,0.70,2.50,2.50,0.60,-1,false,0.0800,0.0800,East,0.640,0.001,0.32,0.01002,0.01000,0.00010,0.50,2.50,2.50,0.60,0.640,0,0,frontier
176,Explore,Driving,0,0,East,1.00,true,0.000,0.000,false,0.60,2.40,2.40,0.50,-1,false,0.0812,0.0788,East,0.720,0.002,0.56,0.01002,0.01000,0.00009,0.60,2.50,2.50,0.60,0.720,0,0,frontier
177,Explore,Driving,0,0,East,0.00,true,0.000,0.000,false,0.40,2.60,2.50,0.70,-1,false,0.0800,0.0800,East,0.800,0.002,0.55,0.01003,0.01000,0.00009,0.60,2.50,2.50,0.60,0.800,0,0,frontier
178,Explore,Driving,0,0,East,2.00,true,0.000,0.000,false,0.70,2.50,2.50,0.60,-1,false,0.0824,0.0776,East,0.880,0.003,0.66,0.01003,0.01000,0.00008,0.60,2.50,2.50,0.60,0.880,0,0,frontier
179,Explore,Driving,0,0,East,-4.00,true,0.000,0.000,false,0.50,2.50,2.60,0.40,-1,false,0.0752,0.0848,East,0.960,0.004,0.25,0.01003,0.01000,0.00008,0.60,2.50,2.50,0.60,0.960,0,0,frontier
180,Explore,Driving,0,0,East,3.00,true,0.000,0.000,false,0.60,2.60,2.50,0.70,-1,false,0.0836,0.0764,East,1.040,0.004,0.61,0.01003,0.01000,0.00007,0.60,2.50,2.50,0.60,1.040,0,0,frontier
181,Explore,Driving,0,0,East,0.00,true,0.000,0.000,false,0.60,2.60,2.40,0.60,-1,false,0.0820,0.0780,East,1.120,0.005,0.48,0.01004,0.01000,0.00007,0.60,2.60,2.50,0.60,1.120,0,0,frontier
182,Explore,Driving,0,0,East,4.00,true,0.000,0.000,false,0.50,2.60,2.50,0.60,-1,false,0.0868,0.0732,East,1.200,0.006,0.51,0.01004,0.01000,0.00006,0.60,2.60,2.50,0.60,1.200,0,0,frontier
183,Explore,Driving,0,0,East,-2.00,true,0.000,0.000,false,0.60,2.50,2.50,0.50,-1,false,0.0796,0.0804,East,1.280,0.007,-0.06,0.01004,0.01000,0.00006,0.60,2.60,2.50,0.60,1.280,0,0,frontier
184,Explore,Driving,0,0,East,-3.00,true,0.000,0.000,false,0.60,2.40,2.60,0.50,-1,false,0.0784,0.0816,East,1.360,0.007,-0.41,0.01004,0.01000,0.00006,0.60,2.60,2.50,0.60,1.360,0,0,frontier
185,Explore,Driving,0,0,East,0.00,true,0.000,0.000,false,0.50,2.50,2.30,0.50,-1,false,0.0800,0.0800,East,1.440,0.006,-0.40,0.01005,0.01000,0.00006,0.60,2.50,2.50,0.50,1.440,0,0,frontier
186,Explore,Driving,0,0,East,-1.00,true,0.000,0.000,false,0.70,2.70,2.50,0.60,-1,false,0.0788,0.0812,East,1.520,0.005,-0.44,0.01005,0.01000,0.00005,0.60,2.50,2.50,0.50,1.520,0,0,frontier
187,Explore,Driving,0,0,East,1.00,true,0.000,0.000,false,0.60,2.60,2.50,0.50,-1,false,0.0812,0.0788,East,1.600,0.005,-0.31,0.01005,0.01000,0.00005,0.60,2.50,2.50,0.50,1.600,0,0,frontier
188,Explore,Driving,0,0,East,-2.00,true,0.000,0.000,false,0.60,2.50,2.50,0.60,-1,false,0.0776,0.0824,East,1.680,0.004,-0.42,0.01005,0.01000,0.00005,0.60,2.50,2.50,0.50,1.680,0,0,frontier
189,Explore,Driving,0,0,East,-1.00,true,0.000,0.000,false,0.50,2.50,2.60,0.60,-1,false,0.0788,0.0812,East,1.760,0.004,-0.33,0.01006,0.01000,0.00005,0.60,2.50,2.50,0.60,1.760,0,0,frontier
190,Explore,Driving,0,0,East,2.00,true,0.000,0.000,false,0.60,2.40,2.30,0.80,-1,false,0.0824,0.0776,East,1.840,0.003,-0.11,0.01006,0.01000,0.00005,0.60,2.50,2.50,0.60,1.840,0,0,frontier
191,Explore,Settling,0,0,East,-2.00,true,0.000,0.000,false,0.80,2.60,2.50,0.40,-1,false,0.0000,0.0000,East,1.920,0.003,-0.25,0.01006,0.01000,0.00004,0.60,2.50,2.50,0.60,-1.000,0,0,frontier
192,Explore,Settling,0,0,East,2.00,true,0.000,0.000,false,0.60,2.40,2.40,0.80,-1,false,0.0000,0.0000,East,1.960,0.003,-0.21,0.01006,0.01000,0.00004,0.60,2.50,2.50,0.60,-1.000,0,0,frontier
193,Explore,Settling,0,0,East,3.00,true,0.000,0.000,false,0.50,2.50,2.40,0.60,-1,false,0.0000,0.0000,East,1.980,0.003,-0.12,0.01006,0.01000,0.00004,0.60,2.50,2.40,0.60,-1.000,0,0,frontier
194,Explore,Settling,0,0,East,2.00,true,0.000,0.000,false,0.60,2.60,2.30,0.60,-1,false,0.0000,0.0000,East,1.990,0.003,-0.06,0.01006,0.01000,0.00004,0.60,2.50,2.40,0.60,-1.000,0,0,frontier
195,Explore,Idle,0,1,East,0.00,true,0.000,0.000,false,0.60,2.70,2.50,0.50,-1,false,0.0000,0.0000,,2.000,0.003,-0.06,0.01007,0.01000,0.00004,0.60,2.60,2.40,0.60,-1.000,0,0,frontier
# wall (0,1) North ir=2.60
# wall (0,1) South ir=2.40
196,Explore,Driving,0,1,East,-1.00,true,0.000,0.000,false,0.50,2.60,2.30,0.70,-1,false,0.0000,0.0000,East,2.002,0.003,-0.09,0.01007,0.01000,0.00004,0.60,2.60,2.40,0.60,0.000,0,0,frontier
197,Explore,Driving,0,1,East,0.00,true,0.000,0.000,false,0.50,2.70,2.50,0.70,-1,false,0.0840,0.0760,East,2.005,0.003,-0.09,0.01007,0.01000,0.00004,0.50,2.60,2.40,0.60,0.002,0,0,frontier
198,Explore,Driving,0,1,East,1.00,true,0.000,0.000,false,0.60,2.60,2.40,0.50,-1,false,0.0852,0.0748,East,2.046,0.003,-0.28,0.01007,0.01000,0.00004,0.60,2.60,2.40,0.60,0.044,0,0,frontier
199,Explore,Driving,0,1,East,-4.00,true,0.000,0.000,false,0.50,2.50,2.60,0.40,-1,false,0.0772,0.0828,East,2.107,0.002,-0.79,0.01007,0.01000,0.00004,0.50,2.60,2.50,0.50,0.104,0,0,frontier
200,Explore,Driving,0,1,East,-2.00,true,0.000,0.000,false,0.50,2.40,2.50,0.60,-1,false,0.0796,0.0804,East,2.177,0.002,-0.87,0.01007,0.01000,0.00003,0.50,2.60,2.50,0.60,0.175,0,0,frontier
201,Explore,Driving,0,1,East,-2.00,true,0.000,0.000,false,0.80,2.70,2.50,0.70,-1,false,0.0796,0.0804,East,2.252,0.000,-0.87,0.01007,0.01000,0.00003,0.50,2.60,2.50,0.60,0.250,0,0,frontier
202,Explore,Driving,0,1,East,4.00,true,0.000,0.000,false,0.70,2.60,2.40,0.40,-1,false,0.0868,0.0732,East,2.330,-0.001,-0.71,0.01008,0.01000,0.00003,0.60,2.60,2.50,0.50,0.327,0,0,frontier
203,Explore,Driving,0,1,East,-3.00,true,0.000,0.000,false,0.50,2.40,2.50,0.50,-1,false,0.0764,0.0836,East,2.409,-0.002,-1.14,0.01008,0.01000,0.00003,0.50,2.50,2.50,0.50,0.406,0,0,frontier
204,Explore,Driving,0,1,East,1.00,true,0.000,0.000,false,0.40,2.60,2.40,0.60,-1,false,0.0832,0.0768,East,2.488,-0.003,-1.07,0.01008,0.01000,0.00003,0.50,2.60,2.50,0.60,0.486,0,0,frontier
205,Explore,Driving,0,1,East,-1.00,true,0.000,0.000,false,0.80,2.40,2.40,0.70,-1,false,0.0828,0.0772,East,2.568,-0.005,-1.24,0.01008,0.01000,0.00003,0.70,2.60,2.40,0.60,0.565,0,0,frontier
206,Explore,Driving,0,1,East,0.00,true,0.000,0.000,false,0.50,2.50,2.50,0.60,-1,false,0.0820,0.0780,East,2.648,-0.007,-1.45,0.01009,0.01000,0.00003,0.50,2.50,2.40,0.60,0.645,0,0,frontier
207,Explore,Driving,0,1,East,0.00,true,0.000,0.000,false,0.70,2.50,2.30,0.60,-1,false,0.0820,0.0780,East,2.727,-0.009,-1.69,0.01009,0.01000,0.00003,0.50,2.50,2.40,0.60,0.725,0,0,frontier
208,Explore,Driving,0,1,East,-1.00,true,0.000,0.000,false,0.70,2.70,2.30,0.70,-1,false,0.0808,0.0792,East,2.807,-0.011,-1.90,0.01009,0.01000,0.00003,0.70,2.50,2.40,0.60,0.805,0,0,frontier
209,Explore,Driving,0,1,East,-4.00,true,0.000,0.000,false,0.80,2.50,2.50,0.70,-1,false,0.0772,0.0828,East,2.887,-0.014,-2.11,0.01009,0.01000,0.00003,0.70,2.50,2.40,0.70,0.885,0,0,frontier
210,Explore,Driving,0,1,East,-6.00,true,0.000,0.000,false,0.80,2.50,2.40,0.50,-1,false,0.0748,0.0852,East,2.967,-0.017,-2.12,0.01010,0.01000,0.00003,0.70,2.50,2.40,0.60,0.965,0,0,frontier
211,Explore,Driving,0,1,East,-4.00,true,0.000,0.000,false,0.80,2.60,2.60,0.50,-1,false,0.0772,0.0828,East,3.047,-0.019,-1.84,0.01010,0.01000,0.00003,0.80,2.50,2.40,0.60,1.045,0,0,frontier
212,Explore,Driving,0,1,East,-1.00,true,0.000,0.000,false,0.70,2.40,2.40,0.50,-1,false,0.0808,0.0792,East,3.127,-0.022,-1.50,0.01010,0.01000,0.00003,0.80,2.50,2.40,0.50,1.125,0,0,frontier
213,Explore,Driving,0,1,East,2.00,true,0.000,0.000,false,0.90,2.50,2.50,0.60,-1,false,0.0824,0.0776,East,3.207,-0.024,-1.30,0.01010,0.01000,0.00003,0.80,2.50,2.50,0.50,1.205,0,0,frontier
214,Explore,Driving,0,1,East,2.00,true,0.000,0.000,false,0.80,2.20,1.80,0.50,-1,false,0.0844,0.0756,East,3.287,-0.026,-1.38,0.01011,0.01000,0.00003,0.80,2.50,2.40,0.50,1.285,0,0,frontier
215,Explore,Driving,0,1,East,-2.00,true,0.000,0.000,false,0.80,2.40,1.90,0.60,-1,false,0.0776,0.0824,East,3.367,-0.028,-1.68,0.01011,0.01000,0.00003,0.80,2.40,2.40,0.50,1.365,0,0,frontier
216,Explore,Driving,0,1,East,2.00,true,0.000,0.000,false,1.10,2.50,1.50,0.70,-1,false,0.0924,0.0676,East,3.447,-0.030,-1.61,0.01011,0.01000,0.00003,0.80,2.40,1.90,0.60,1.445,0,0,frontier
217,Explore,Driving,0,1,East,-5.00,true,0.000,0.000,false,1.20,2.30,1.00,0.60,-1,false,0.0860,0.0740,East,3.527,-0.032,-2.38,0.01011,0.01000,0.00003,0.90,2.40,1.80,0.60,1.525,0,0,frontier
218,Explore,Driving,0,1,East,-2.00,true,0.000,0.000,false,1.30,2.50,1.20,0.70,-1,false,0.0776,0.0824,East,3.607,-0.036,-3.06,0.01012,0.01000,0.00003,1.10,2.40,1.50,0.60,1.605,0,0,frontier
219,Explore,Driving,0,1,East,-2.00,true,0.000,0.000,false,1.40,2.40,0.90,0.80,-1,false,0.0776,0.0824,East,3.687,-0.040,-3.27,0.01012,0.01000,0.00003,1.20,2.40,1.20,0.70,1.685,0,0,frontier
220,Explore,Driving,0,1,East,-3.00,true,0.000,0.000,false,1.40,2.30,0.90,0.50,-1,false,0.0764,0.0836,East,3.767,-0.045,-3.23,0.01012,0.01000,0.00003,1.30,2.40,1.00,0.70,1.765,0,0,frontier
221,Explore,Driving,0,1,East,0.00,true,0.000,0.000,false,1.80,2.50,0.70,0.80,-1,false,0.0800,0.0800,East,3.847,-0.049,-2.95,0.01012,0.01000,0.00002,1.40,2.40,0.90,0.70,1.845,0,0,frontier
222,Explore,Settling,0,1,East,-2.00,true,0.000,0.000,false,2.20,2.40,0.60,0.60,-1,false,0.0000,0.0000,East,3.926,-0.053,-2.82,0.01013,0.01000,0.00002,1.40,2.40,0.90,0.70,-1.000,0,0,frontier
223,Explore,Settling,0,1,East,-3.00,true,0.000,0.000,false,2.30,2.50,0.60,0.60,-1,false,0.0000,0.0000,East,3.966,-0.055,-2.77,0.01013,0.01000,0.00002,1.80,2.40,0.70,0.60,-1.000,0,0,frontier
224,Explore,Settling,0,1,East,0.00,true,0.000,0.000,false,2.30,2.30,0.60,0.60,-1,false,0.0000,0.0000,East,3.986,-0.056,-2.69,0.01013,0.01000,0.00002,2.20,2.40,0.60,0.60,-1.000,0,0,frontier
225,Explore,Settling,0,1,East,-4.00,true,0.000,0.000,false,2.50,2.20,0.70,0.60,-1,false,0.0000,0.0000,East,3.996,-0.057,-2.70,0.01013,0.01000,0.00002,2.30,2.40,0.60,0.60,-1.000,0,0,frontier
226,Explore,Idle,0,2,East,-3.00,true,0.000,0.000,false,2.50,2.10,0.50,0.70,-1,false,0.0000,0.0000,,4.000,-0.057,-2.70,0.01013,0.01000,0.00002,2.30,2.30,0.60,0.60,-1.000,0,0,frontier
# wall (0,2) North ir=2.20
227,Explore,Turning,0,2,East,2.00,true,0.000,0.000,false,2.50,2.20,0.60,0.60,-1,false,0.0000,0.0000,South,4.002,-0.057,-2.61,0.01013,0.01000,0.00002,0.00,0.00,0.00,0.00,-1.000,0,0,frontier
